feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,label
0.7446013,-0.6816888,-1.916575,0.4068354,-0.7025951,-1.650763,-0.3554302,-2.293818,-0.3113343,1.473567,-2.748834,0.4618631,-0.8794865,-0.3828402,-0.8681388,0.6350735,0
0.006734144,-0.7419153,-1.253859,-0.3978326,1.136357,-1.162211,0.4216706,0.345909,-1.926282,1.08983,-0.02190561,2.187163,1.707881,-0.2255051,-0.1330641,-0.9616736,0
-1.320263,0.7924173,-0.2276675,-0.3749667,-0.1492204,0.6804357,0.9357672,0.01839233,-0.1715228,0.11828,2.03778,-2.008549,-1.112415,0.4818433,0.1622946,1.219676,1
1.300409,1.952977,-0.7616203,0.6192508,-0.2121012,0.9693962,0.2020279,0.8863819,-0.7047154,0.1822821,-0.4809191,-0.2338431,-0.4225855,-0.98612,1.114514,0.3117025,0
1.091426,-0.9514441,-1.890438,-0.6098806,-0.1252344,0.7976498,1.058785,1.219504,1.531161,0.7384442,0.1338799,-0.7240101,0.6973469,-0.4665452,-0.7637143,0.6000125,0
0.2404439,0.8642676,-0.6776112,1.173767,0.3777813,-0.1403547,-0.7176,-1.031581,-1.313584,1.399822,-1.366508,0.6449456,-0.2170683,-0.5394686,-0.438907,-0.0693293,0
0.9134318,0.578393,0.02417131,-1.319937,-1.722226,1.858077,-0.9635435,-1.514847,1.127422,-1.446469,0.7536347,0.9392984,0.268849,0.9708714,-1.340888,-1.176255,1
-0.1656115,0.02119251,-0.05893328,0.4809365,-0.7000472,-2.068465,0.4215116,-0.2002707,0.8219801,2.06455,0.1016924,0.5936162,-0.8561869,0.9142057,0.3565112,0.2669948,0
0.9204876,-1.088508,0.5754336,0.4711175,1.582495,-1.751197,-0.06611459,2.173781,-0.378658,-0.4076101,1.772531,2.482077,0.1349309,-0.6796005,-0.5612196,-0.3674933,0
-0.8081287,-0.7728382,0.1917315,0.05894835,0.4892918,0.04663556,-1.167099,0.7454218,0.261948,-0.5520847,-0.2462061,0.3353222,0.0967061,-0.1071212,0.7716393,1.064378,0
-0.2890533,-0.0009539083,-1.068485,-0.1464773,0.4868087,0.8681144,0.183515,-0.06681973,-0.6836355,0.2311147,-1.051891,0.1440952,0.0385029,-0.8701765,0.3409033,-0.1907877,0
0.6074369,-0.45625,0.4917348,1.550713,0.1939428,0.7918894,-0.6105785,-0.3283195,-1.832609,-0.1306046,-1.08996,0.1291192,-2.003705,-0.8274339,0.09795068,0.39978,2
-1.60624,-0.3897116,2.527885,0.7892577,0.1734219,-2.683249,-0.886315,0.5252469,0.2463004,0.460992,0.9541732,0.1111765,0.8491207,-1.740348,2.465256,-0.2770747,2
-0.6185758,1.484449,0.6064832,0.9666359,-0.5916993,0.289834,0.7099187,-1.10043,-0.2002007,-0.2255818,-0.2721349,-0.6732337,-1.220711,0.433672,0.2509928,1.142642,2
-0.05523101,-0.644779,-1.407196,0.09462421,-0.2928774,1.981677,2.254841,1.554773,-0.8738887,-1.355609,-0.2194677,-0.864467,1.400916,0.1241766,-0.3874978,-0.003741688,1
1.239394,-0.9138959,0.4869267,-1.285284,-0.1932839,-0.6369156,0.3176368,0.1607848,1.182028,0.6810821,-0.5826977,-1.286528,-0.7885731,-0.4099126,-0.2158078,-0.7346073,2
1.066403,0.9212371,-0.2577218,-0.4774498,-0.2248805,-0.03584582,-0.01499872,-1.576015,-0.4143327,-1.828329,0.04136911,0.6675951,-1.033294,0.1679775,-0.5936208,-0.6744816,1
1.927775,0.8777826,0.4796524,-0.4193348,0.4081549,-0.1820947,0.4504845,-0.8741848,-0.064399,-0.3808961,-1.378108,1.660271,0.8044148,-0.7682608,-1.432189,-0.7058956,1
-0.8156003,-0.5914029,-1.476103,-0.8071646,0.06614941,0.4080745,-1.93562,0.002049615,-0.9640023,-1.017728,-0.3093979,-0.6692395,0.6877702,0.6906804,-0.296023,-0.6288766,1
1.759938,1.83571,0.3827056,-0.1476181,0.9926414,1.426871,-0.5133462,1.777091,-0.1528958,1.076278,-0.5035132,0.06933447,-0.4439481,0.02877467,1.004457,-0.8802058,0
-0.2908238,0.5387553,-0.4568397,2.007082,-1.439164,2.502845,-0.6464157,0.9626088,1.596045,0.5280955,-1.388343,-0.3270267,0.07050133,0.561332,0.9734677,1.113594,0
1.458184,-0.9379542,0.9829735,-1.720781,0.1491079,-1.055708,-1.759451,0.911001,-0.0277641,0.9818747,-1.565225,-1.204374,-0.09667128,-0.6576436,0.07247103,-0.6157426,0
-0.3349839,-1.13137,1.273077,-0.3147635,-1.169509,0.6757536,0.4811526,0.2164249,0.222942,-0.3896057,-0.1284368,-2.193934,-1.543092,-1.218764,0.2855219,1.21343,2
-0.1617744,-0.2637606,1.12018,-0.3596495,0.6521126,0.4297044,-1.316241,0.3141937,0.2050536,-1.139205,-1.026522,-1.263788,1.364121,2.09925,0.7038134,1.56028,1
-1.338012,1.400063,1.962411,1.607835,-0.9329033,1.080949,-0.1120431,1.071782,-0.6365155,0.01493482,-0.565661,0.4756099,-0.09880777,1.109578,0.8224406,0.4160828,2
-0.03447352,-0.2980116,0.007327967,0.7498355,0.1317741,0.292249,-0.0345489,-0.07242412,-0.6591972,-1.866752,0.5732235,0.5606382,-0.963504,1.907296,-1.159803,0.9968577,1
0.2548594,0.3173423,1.136885,0.9217051,0.02772252,-1.051441,-1.21252,0.1930246,1.57799,0.8799745,-0.02804125,0.3333451,0.6866764,1.717839,-0.753949,0.7266981,0
0.281331,-0.7532553,-1.009606,1.269297,0.3338298,-0.2051096,0.104346,0.983948,0.09867718,1.606031,-0.254298,-0.7775489,-0.1072274,-0.9313502,-0.3433025,1.226843,0
1.707204,0.6351194,0.2021601,-0.9019014,-0.9950308,0.3738891,0.1717328,-0.5737796,-0.4400391,1.560704,0.9936001,0.05842343,0.2332707,1.279438,0.3650749,0.2434103,1
-1.564689,-1.678769,-1.9004,-2.244299,-0.008403947,0.3348979,-0.8644618,0.4456319,0.4471638,-0.07306389,-1.465938,1.446254,1.378766,-0.5710549,1.943399,0.05100229,0
-0.7788455,-0.4032646,-1.847735,-0.3445127,-1.593463,1.136364,0.324712,-1.382293,0.5786119,-1.710052,0.1615523,0.4825871,0.07249273,-1.11936,-0.1060279,-0.1785077,1
0.06421681,1.489657,1.696959,1.583364,-0.6290052,-0.7437047,0.02587131,0.4387073,-2.053782,-0.6092243,1.79438,-1.237857,-0.7342775,-0.703159,0.4913212,-0.06150826,1
-0.3208956,-1.514973,0.6128211,0.004758851,-0.6631089,0.02766572,0.7908002,-1.474668,-1.549714,-1.020244,-0.8726903,-3.048428,-0.6021811,1.114158,-0.3293598,1.018251,1
-2.876282,-0.1123607,1.389045,1.5737,-0.4993361,-0.8251994,0.3854743,-1.218082,-0.3643084,-1.67258,0.08284587,0.005440714,1.630563,0.3583432,-0.6604035,-0.09233025,2
-1.290337,0.03437788,-0.214402,0.4219785,0.9343044,-2.003213,0.3280722,0.7390491,-1.200415,1.90375,-0.7219638,2.46777,0.7858357,0.9695432,0.2707652,1.011598,0
-1.037825,-0.807799,-1.965775,0.5436152,-0.7116588,0.7535047,0.5982322,-1.343137,0.703106,0.2597533,0.2016029,0.46155,-0.02642468,0.01210908,1.057522,-0.9975045,2
-1.205175,-0.7626035,1.037549,-0.3228851,1.919367,-3.089527,-0.7153453,-0.4470832,0.2711595,1.340246,-0.1869751,-1.019333,0.8394983,1.552971,-2.561984,0.5808008,1
0.2968774,-0.8352458,-0.4770706,0.2898446,0.0281174,-0.2495686,-1.170305,0.2857388,-0.6664623,0.08636834,-0.5889732,0.1989261,0.7481675,0.2348845,0.658128,-1.390934,0
0.4640638,0.28956,-0.6290168,-0.1663121,-2.805961,0.07761474,-0.4128118,-2.274012,0.5049289,-0.6426562,0.2750609,-0.2426736,0.4812268,0.08325305,-0.291819,0.490499,1
0.8305734,-2.274292,0.02239345,-0.6005607,-1.113441,1.302285,0.957189,-1.040836,-1.123445,0.814228,-0.6332809,-0.3324837,-1.979846,-0.1411813,1.131483,-0.467458,2
-0.12388,1.740832,0.8725038,1.41917,0.6248628,1.195031,-1.671969,-0.8278757,-1.66278,2.216918,0.1753244,-0.1321307,-0.762403,-1.022335,-2.812846,2.237478,1
-0.09021793,0.05504779,-1.414672,-0.0682422,0.3701193,-0.08918265,0.6106798,-0.8484491,0.3165779,0.8864506,0.5536896,0.3744232,-0.1118074,-0.9958911,0.5454444,-0.3998407,0
-0.9533798,0.7575756,-1.616933,-0.566263,0.7677369,0.9392757,-0.382426,0.05576003,0.5350758,-0.07722109,-0.7797943,0.426162,0.155954,0.09692934,1.106688,0.2982244,0
-0.4663252,0.154421,1.9339,-0.7254807,-0.2718602,-0.8089997,0.3456037,-1.270051,0.4389882,0.7523133,-0.7821745,-0.8564771,-1.495996,0.0349762,-1.127769,-0.6333891,2
-0.4284271,-0.6969433,0.8265027,1.588328,-2.137474,-0.8205995,0.2422928,-1.059799,-0.5440508,0.202321,1.384432,1.167399,-0.2995571,0.1235676,-0.3702425,-0.1817572,2
-1.181268,-1.776884,-0.374281,0.9707349,0.7571829,-1.872026,-0.1990488,-0.6345466,0.281566,-1.10404,0.9071816,-0.2118095,0.5703408,0.8700562,-1.947356,-0.2230468,1
1.50699,0.01448691,1.037369,0.4159139,-0.5031415,0.2766401,1.046686,1.284161,1.44289,-1.111557,0.8237976,-1.380682,-0.1343614,-0.2129228,0.622731,0.3105047,2
1.243498,-0.616235,0.8377227,0.3860213,-0.0014452,-1.202684,0.5656679,0.3112606,0.7832497,-0.04240235,-0.2594532,0.3851593,0.4580419,0.6826663,1.887783,-0.6204973,2
1.998533,-2.960382,0.9544023,-0.8208116,1.998697,-0.8899124,1.055874,-0.9908647,-1.133102,0.7982404,0.863999,-0.7015457,2.396081,-0.3227875,1.55653,-1.014246,2
-0.9641396,0.08690139,-1.013096,0.4517829,-2.145736,0.174199,-0.5637186,-0.9610109,0.2079271,-0.2245792,-0.4511817,0.8050445,0.2917341,0.3762666,1.322888,-0.07530547,2
0.8330945,-0.4188041,0.6030496,0.5228583,-0.5475663,-1.512852,-1.278302,-0.9417162,0.5508844,-0.136454,-0.2991712,0.4725643,0.7241279,1.3863,-0.5956603,0.5450401,1
0.7019914,-0.9496713,0.1211746,-0.9145831,-0.2265004,0.4165709,-1.695209,-0.8709568,-0.8055552,0.08983926,-0.7355099,0.3690448,-0.8555755,-0.5159018,0.5995816,0.3140262,1
0.1483868,-0.0402593,0.9951364,1.364685,-0.3715155,-0.7239007,-1.036874,1.722143,-0.8928376,-1.317755,0.2636399,1.042906,-1.23038,-0.1257754,-1.429103,-0.6938386,2
1.615902,0.164632,-0.2610666,0.06858244,0.2787346,-0.1044687,-1.182735,-1.176422,1.995334,-0.7617576,1.188255,-0.715654,1.290951,0.6902813,-0.2113165,1.995944,1
-0.9302709,-0.2344727,-0.8542182,-0.7736557,-0.3623975,-0.95252,-0.3250794,1.568306,-1.729813,-1.249277,-0.9481456,-0.4646501,1.002871,0.7144638,0.4736955,0.2009851,0
2.378335,-1.121276,-1.145945,-0.02622174,0.2028569,-0.23718,-0.8368474,-1.301722,-0.2761347,-0.7047208,-0.4796861,-1.075907,1.329788,0.4469869,1.839198,-0.5134838,1
0.05719627,-0.2482158,0.01944098,-0.2555258,-0.1648499,-1.959603,-0.2717073,0.685985,-1.936585,-0.3472513,0.5675441,1.256448,-0.08532211,0.4519933,1.740683,1.287366,2
-0.4492835,-0.6016288,1.010932,0.2201771,-0.5395222,-0.2303396,0.3132089,-0.1995536,-0.2533586,-0.2356742,-1.482267,1.722728,1.211138,1.502488,-0.1343702,0.1237099,2
0.5708017,0.8138745,-1.816011,0.3507288,-0.9920973,-0.07241349,-0.6589028,1.691125,0.5333926,-0.02825533,1.383136,-0.07128543,-0.7202799,-0.1849319,-0.3633497,0.04666669,0
0.8334972,-0.1177378,-0.06539039,1.004747,0.2856201,0.9410203,0.1330114,-1.293432,-1.113621,-1.646475,1.128938,0.4110749,-0.4714302,-0.9827927,0.3576146,-0.1318918,1
0.3169689,-0.8370824,-1.100093,1.556821,-0.9448425,-0.02318437,1.325607,-1.818251,0.6937525,0.06794482,-0.1428297,0.2674569,-1.176468,-2.204063,1.872101,-0.2840373,2
0.8823087,1.097086,0.2852702,0.4517317,0.7057219,1.562204,0.4874021,1.249886,-0.2881762,-0.4187241,0.08419776,0.3970404,0.5318769,1.928508,0.8320553,0.06474581,0
1.969195,0.3271811,0.3559289,0.4889426,-0.3270083,-1.077811,0.1328692,-0.3047516,-0.8532205,0.1204855,-0.194694,-0.583694,-1.756195,-0.1645058,1.74165,0.8806979,2
1.072019,-0.01890453,1.046699,-0.6634539,-0.4496303,0.5153784,-1.408026,0.05874788,0.2999335,1.671238,-0.688982,0.4191567,-0.641737,-0.5366375,-2.665535,-0.9258903,0
1.140935,0.5154989,0.1589464,2.441193,0.5381868,-1.220248,-0.1969816,-0.05340958,1.591992,-0.8857909,0.4222652,0.9705134,-0.7966694,0.09124779,-1.983597,0.1025657,0
-2.173905,-0.3769477,1.705541,0.4094332,0.05493159,0.1544333,2.137121,0.5523804,1.034211,-0.4263643,-0.4234976,-1.027585,-0.1682681,-0.6849211,0.9803597,0.639864,2
-0.1110394,-0.5317313,-2.854656,-0.5797275,0.306331,0.6582593,-3.044255,-2.368622,0.1615361,-1.015497,-0.2097734,-0.4628679,0.5855427,-1.831437,-0.5582692,0.9366314,1
0.2099926,-0.8141583,0.4535181,0.2868861,-0.873215,0.6878433,0.6722907,-0.1252061,0.9357194,-1.152596,0.7616554,-0.1849762,-0.9217232,-0.5835219,1.159109,-0.5432494,2
-0.337811,-0.6418925,-0.7776179,0.9560883,2.193526,1.328708,0.5066185,0.7527391,-0.3357181,-0.4845124,-1.154385,1.428921,-0.3288294,-0.7019908,-0.6237309,0.1944895,0
-0.5364267,0.02424732,0.1710001,1.32829,-1.219734,0.2991492,-0.6804007,-0.4172744,1.607347,0.6250174,-0.3758227,0.4923643,-0.01240075,1.104716,-0.4733524,0.490271,2
-0.196603,0.01856489,-0.1428177,-0.6049731,0.1132496,0.9769247,-0.5901173,-0.3738516,0.3722741,-0.7358118,0.8677198,0.7064217,-2.25774,-0.6373388,-1.057265,0.8259869,1
0.9353376,-1.173623,-0.6682382,-0.07029548,-0.3553512,0.7193265,0.9757621,0.5932221,1.086597,0.9335821,-0.06016807,-0.4184767,-0.7182765,0.8183005,0.8887489,1.012602,2
-0.3121036,-0.3743412,0.272584,1.246466,0.3633356,0.2331534,-0.8021977,0.4489621,0.5422887,-0.9241304,1.743598,-0.8936318,0.9282826,-0.1882203,0.1714005,-0.7625867,1
-0.5430586,0.7036083,-0.1786006,-0.3235773,0.8883919,0.7154489,0.1764033,0.2421155,1.709682,-0.1515877,0.3972963,0.4336959,-1.364944,-1.889919,0.1395543,0.8686925,0
0.2130251,-0.5109365,-0.6308775,0.8146986,-0.2787335,-1.570525,0.6849757,0.2493207,0.3896425,1.039212,1.318212,0.5657788,-0.1572738,-2.069097,0.3054201,-0.1326671,0
1.312702,1.271029,0.482554,1.362481,-0.05945887,-0.02917492,-0.8190222,-0.2921767,0.2219813,1.055424,-0.7093225,0.8021793,2.317254,-1.310309,-0.240793,0.03402977,0
1.002729,1.970269,1.227909,-0.02271302,-0.8233947,-0.04210006,-0.02491662,0.2529435,-0.8669979,1.514741,-0.6986253,0.6836527,0.223469,-1.066208,0.07764833,0.03183589,0
-0.1730075,0.8072745,-0.4553158,2.520329,1.124533,-0.890548,-2.443215,1.249118,0.2588846,0.09149614,-0.951688,-1.410095,-1.827894,2.542613,1.593034,-0.5345313,0
1.862155,-1.819832,0.6993896,0.7058129,-0.8405477,-0.4412072,-1.021931,0.04948185,1.307275,0.9912568,0.419636,1.112555,-1.759132,2.007051,-0.04372114,-1.296705,2
-0.3727381,-0.6375027,0.09897321,0.3155472,-2.307961,1.25477,1.718529,-1.021935,1.468425,1.252967,1.010079,1.623925,-1.37463,0.7244003,-1.000459,2.356716,2
-0.9609612,-1.213328,1.119561,0.6216096,0.0316266,0.1397536,0.6138412,1.721987,-0.7055827,-0.5542815,-0.5715513,-0.07002186,0.01502981,-1.278601,0.304366,-1.256774,2
-0.3070184,-0.2458114,-0.2397408,1.480192,1.635022,1.077334,1.581457,-0.2832756,1.406812,-0.05042348,0.2292561,0.2739784,-1.331855,-0.607066,-0.1572597,0.3661167,2
-0.1248212,-0.8492677,-1.154523,0.01082622,-1.179412,-1.17501,-0.102111,0.1787403,-0.827836,-1.778196,0.286984,0.817575,-0.4073067,-0.3747511,-2.321557,0.9021761,1
-1.094144,0.7193059,-0.5887056,-0.1416404,-0.1873055,-1.797082,2.749941,-1.562898,0.1100776,-0.8123243,-0.2363122,1.376704,-1.862525,-0.1421243,0.4925782,0.1206258,2
0.39691,-0.7499913,-1.639726,-1.311232,-0.4091596,0.7422075,0.08064141,1.603899,0.1006988,0.1935902,0.2003023,-1.731341,0.5762327,-1.110456,-0.3795614,2.343643,1
-1.236076,0.1184944,0.2919598,0.1290946,0.003698645,-0.5581691,1.992223,-2.006218,-1.026136,1.483833,0.5489666,-0.7651385,-0.8982649,-0.2491323,2.639752,0.4934592,2
-1.031154,0.2382526,-0.6262369,1.498371,0.2939501,1.260429,0.1612546,2.038835,0.4118605,0.2808033,-1.019466,-0.4214069,0.3901267,-0.4964624,2.487708,-0.01115435,0
-0.7614497,0.987682,-0.529495,0.4070289,-0.0932261,-0.7200876,1.3884,0.09164731,1.088098,-0.3390885,-1.426862,-1.243383,-0.5183743,-0.1836577,0.05528767,0.513202,0
-1.242749,0.2294979,-1.218059,-0.6838041,2.565301,1.273893,-0.3627768,1.792483,1.419007,0.8892391,1.467603,-0.2478045,-0.1248584,-0.8595893,0.5834996,-1.253782,0
-0.503504,0.4586495,-0.504703,0.3470349,1.824983,-0.9849347,1.403633,-0.6829796,-0.9341882,0.2254361,1.028512,-0.7137192,-0.7287224,-0.4394621,-0.7201065,0.1886318,1
-0.7123578,-0.2544247,0.3541254,-0.4173943,1.154003,-0.6767083,-0.7716614,2.038035,1.505858,0.0713103,0.8302841,0.3404065,-0.5102506,0.6758643,0.304422,1.281852,0
-1.842974,0.8069702,0.1667643,-0.6870338,-0.4288086,-0.4048626,-1.322594,-0.5738086,0.7826414,-1.517267,-0.3759421,-2.364976,-0.575455,0.3913914,-0.05004318,0.04413296,2
-1.118197,0.5699945,-0.9031911,0.9087117,0.2119487,-0.3836677,1.485994,-0.3948666,1.024425,0.1050717,0.0007110135,1.001262,0.4383515,-0.007114299,-0.1180566,0.2124434,0
0.08617549,-0.3258695,-1.035906,-2.590136,-0.1110857,-0.2421938,1.214307,0.4498194,1.141755,1.737168,-0.1065919,-0.8403698,0.8181224,-0.5949481,-0.2534168,1.440226,0
0.553749,1.098433,-1.347512,0.03694319,1.120804,-1.27958,0.2001296,0.4060896,-2.303523,1.598777,-0.7109742,-0.1358823,1.681376,-1.787197,0.4668642,-0.4444549,0
0.04627584,-0.8165919,1.36702,-1.117612,0.3648023,0.5445405,-0.08907168,-0.2705237,-0.262165,1.026234,0.4553555,-0.07872682,-1.087981,0.1623292,0.5365745,-0.02879747,2
1.440713,-1.906896,2.497373,-0.1799458,-1.136557,-1.741312,0.8713778,0.5765036,-0.2132657,-0.0451501,0.1731522,-0.4196921,1.157865,0.630148,-0.1159521,-1.635162,2
1.375315,-0.4731204,-1.030693,1.294624,0.503674,-2.010147,-1.658028,-0.392438,-1.252269,-0.1489903,2.622086,2.987326,-0.03557278,0.8076379,0.8976697,-0.1124409,1
-1.470251,1.082585,-0.1698273,0.4619699,0.7162529,-0.8007753,1.696313,0.08376688,0.2334872,-0.4246201,0.7194927,1.021951,-0.5490642,0.5942711,-0.4260815,-1.223209,2
-0.3208011,0.6194259,0.5627463,1.090769,-0.6653566,-0.2935003,0.0828215,0.6317104,-0.1067361,-0.9413335,-1.541808,1.191757,1.081884,-0.6551614,1.494135,-0.05196664,0
0.4675043,1.277324,-0.4687608,-0.76456,-1.728157,0.3190125,0.4650441,0.8791912,0.6199199,0.1194885,1.166361,-1.014393,0.4057405,0.5299307,-0.1062524,1.747476,1
0.4553387,1.367564,0.9156083,-0.1641948,1.956601,1.129685,0.034545,-0.103489,-1.023329,-0.1354149,-0.2212929,0.2264683,-0.4082347,0.5896465,-0.06640314,-1.570435,1
-0.4920661,-0.8858725,-1.262827,-0.2377402,0.9344237,-1.105845,-1.994811,-0.1452302,3.017721,-0.5752252,0.2906383,-0.395463,0.8805317,1.465614,-0.1409646,1.206611,0
-1.069403,0.2286744,-1.25549,0.2076323,-0.5959042,0.2602974,-1.10513,0.2520263,0.1340769,-0.5520988,-0.7853501,-1.169421,-0.3766104,0.4245012,-0.1121508,0.1788561,0
1.295267,-0.3014495,0.3176807,0.8547965,0.5400178,0.4112339,0.1034048,1.959546,-0.05203883,-0.3643912,0.6177715,1.666344,1.445367,0.05758831,0.8608468,0.5263795,0
0.1003054,0.6802689,0.6470615,0.1666977,1.756168,-0.3528352,1.425373,2.133119,2.147741,0.3001792,-0.1578101,-1.577684,-0.03162759,2.475951,-1.54681,-1.525201,0
0.8663956,0.6464491,-1.804657,-0.03190304,0.3676986,-1.494716,0.9899419,-1.304241,1.162004,0.2294617,-0.6737881,-1.588289,-0.3171366,-0.06983014,-0.1049675,-0.5706605,0
-0.1863631,0.8995408,-0.8882202,-0.1851555,0.4852921,0.002407177,0.8919901,1.583623,-0.3310894,0.2402544,-2.922916,-0.3250581,0.6957348,-1.101075,1.357023,-1.867299,0
1.376833,-0.4963202,-1.002973,-0.4661716,-0.2462412,-0.9980178,-1.365415,-0.5052688,0.9706914,0.4268559,1.366606,-0.5931451,-0.3379396,-0.3166006,0.1623566,0.481157,1
1.781006,0.7233236,0.1824662,1.377629,-0.7682766,-1.301491,0.6859024,0.1837324,0.1364798,0.9510639,-0.3200966,-0.09705066,0.3959075,0.6669112,1.002667,0.1324619,0
0.2804397,-2.412556,1.241599,-1.560268,-0.03091793,2.556102,-0.3148961,-1.574612,1.62999,-0.5438,-0.151716,-0.1537743,0.7490805,0.7911722,-0.1125401,1.125515,1
-0.8936017,0.6877072,-0.6138753,0.7111641,-0.6595771,-0.4302013,1.488746,-1.116098,-1.167533,0.5839847,-0.2606989,-0.4222451,-0.1343687,2.133878,-1.029219,-0.2632249,1
0.1737879,-0.9346651,-0.02834019,0.4923192,-0.9049468,1.125015,-1.138674,-0.1387341,0.3423536,3.191437,-1.74663,0.2873608,2.529141,-0.5925785,1.095134,0.2191902,0
-1.426733,0.398874,-0.8871284,0.09041409,-1.497339,0.7346603,-2.412825,-0.1669671,1.291577,0.519205,-0.3465656,-0.2315668,-0.4236839,2.721663,-0.0506308,-0.0119856,0
-0.7331748,-0.4732186,0.61171,-0.6081473,-0.8050581,-0.5494641,-0.3519016,0.1743471,-0.4845343,-0.1907998,-0.7495689,1.237973,0.09110481,-0.3135959,0.2911032,-0.04501215,2
-1.566919,-0.1796569,1.652301,0.505288,1.177568,-0.6702618,-1.486169,-0.6975096,1.351655,-0.9992508,-0.7939293,1.105364,-0.2504511,-0.1984811,0.3807487,0.08699108,2
-0.3032244,0.2531247,-0.7145616,-0.04272204,0.6557297,-1.06087,-0.2133453,-1.143632,0.7458496,0.6151687,0.9426613,1.032446,1.024129,0.7170659,-0.777809,0.9354821,1
-0.9125136,2.332393,0.2886899,0.5931398,-1.233421,1.072224,1.173408,-1.569862,-0.5574446,-0.4689935,-0.6489604,1.381843,2.164809,-1.06601,1.048628,-0.262891,2
1.370059,-2.450187,-0.4350788,1.215717,-0.7617527,1.189637,-0.5129456,1.137474,0.5827057,-0.4221028,-0.7652056,-0.1713687,1.157655,-0.00924024,-0.6671366,3.320412,1
-1.580805,-0.2296648,0.5388386,-1.048862,-0.01504751,-0.4245488,-1.485264,0.4523428,-1.142884,-0.7577145,1.230415,-1.12368,0.6003656,1.179686,0.9901865,0.4649489,1
-0.2394992,-1.409085,0.1393289,0.4395685,-0.5162666,-0.993533,0.8626306,-1.062757,0.4347826,-0.4893918,-1.695336,1.607184,0.6023601,0.5334487,-1.4269,-0.1392949,2
0.2682392,-0.7596377,1.638461,-2.037587,0.6891559,-1.909493,-1.587112,-1.302717,0.5500534,-0.7384948,-0.6977875,-0.9356874,-1.510008,-0.9299501,-1.019808,-0.3561745,2
-0.417172,-2.443449,-0.6903942,1.170068,-0.5210112,-0.1243856,-0.776673,-0.7445686,-0.1343713,-1.414667,-0.2331264,-1.735943,0.2639314,-1.649799,0.5783816,0.9365944,1
-1.704455,0.5947245,-0.4916284,1.079058,-0.619149,-0.3719792,-0.3822774,1.167195,-2.030536,0.6724867,-0.002124992,-0.5853834,-0.3351106,0.836976,0.7273996,1.597152,0
-0.741491,-1.992834,-0.6538945,-0.2949012,-0.5402035,1.120397,2.17817,0.2778982,-1.887129,0.9367779,-0.7484459,-0.06075817,0.7364778,0.2637529,-0.1724982,0.1823093,2
0.6538417,0.5228225,1.966622,-3.101104,-0.8886681,-0.691474,0.7185917,0.1152267,0.7450368,-1.533899,-0.325902,0.5383335,-0.15866,-0.5067582,0.1656546,1.540876,2
-2.215979,1.480943,0.1708877,-0.9640869,0.5507519,-0.06721746,1.100936,-0.9135146,0.8593826,-1.014162,0.2112812,0.5879285,-0.1892885,0.5328016,-0.7037662,0.954379,2
-0.6109212,-0.8116851,-0.2236552,-0.1590609,-0.9455994,0.6896837,-0.2307617,0.4982964,-1.600108,-1.421762,-0.3729095,-1.099256,-0.2395784,0.4537999,1.007943,1.362833,1
0.6793197,-0.8130549,0.4436156,-0.6297675,0.4356951,-1.160039,1.23917,0.3081022,-0.3915829,-1.465539,0.176163,-0.6309433,0.146477,-0.8169454,-0.6472154,0.5170342,1
1.374317,-1.368571,-0.2982757,0.2867583,-0.2572035,-0.5425538,2.061196,-0.9429527,0.2577922,-0.5908528,-0.1991376,-2.388193,0.7845223,-0.3129742,-1.067843,1.560954,1
-0.378813,-0.7150215,-0.9474274,0.9651579,-0.07222284,-0.4108289,-1.425495,-1.00426,0.2438914,-0.1224076,-2.114007,-0.9750939,0.125608,2.582147,-0.8542342,-2.324256,0
0.6648414,-0.5807802,-1.422277,0.4621089,-0.3335026,-1.064826,-1.413047,-0.2243451,-0.01455201,-1.879192,0.8842233,-1.370168,1.299662,0.2306401,-0.2877071,0.2345778,1
-0.6939605,-0.1664904,1.545866,-0.6722542,0.7160804,-0.9984165,-0.1202392,0.8632003,-1.302433,0.2349674,-2.251004,-1.247625,-0.5189907,0.78179,0.6161938,-1.014992,2
-0.232073,0.08525399,-1.664681,0.3226859,1.250048,1.142906,-0.6918067,-0.5088121,-1.036515,-0.5961162,-0.350437,0.5812149,-0.01814298,-1.028928,0.7190625,0.7801591,1
-0.7109676,-0.3472379,-0.2026987,-1.744449,0.03516572,0.5725073,1.847296,0.09238508,-0.384737,-0.2471139,0.5121537,0.6974625,-0.9575447,0.09388353,0.5554128,-2.106222,2
1.273556,-0.3112363,0.7739193,-0.143117,-0.3425062,-0.1719208,0.1914182,0.7730843,-0.3596711,-1.215785,-0.7940185,-1.071307,0.6655267,-1.052541,1.42639,0.03700609,2
-0.1812815,1.213174,-0.4591445,-0.3870259,0.688203,0.6488435,-1.087727,2.36792,0.4786263,-1.343732,-0.2629428,0.8378012,0.1321677,0.7696514,2.279481,0.8452747,0
1.922985,0.5967051,-0.7480148,1.429416,-0.7808723,0.8772761,0.5750828,-0.9235666,-0.7799132,-0.2503254,0.3284577,1.261811,0.006778379,1.834669,0.8098872,-0.7025332,1
